300,47.92
350,46.76
400,45.9
450,45.2
500,44.59
550,44.07
600,43.59
650,43.16
700,42.76
750,42.39
800,42.04
850,41.72
900,41.41
950,41.12
1000,40.84
1050,40.58
1100,40.33
1150,40.08
1200,39.85
1250,39.63
1300,39.42
1350,39.21
1400,39.01
1450,38.82
1500,38.63
